"season","week","total","total_result","tm_home","tm_away","line_home","pts_home","pts_away","tm_winner_straight","tm_winner_spread"
1978,11,NA,NA,"NO","ATL",-3,17,20,"ATL","ATL"
1978,11,NA,NA,"BUF","MIA",7.5,24,25,"MIA","BUF"
1978,11,NA,NA,"MIN","CHI",-8,17,14,"MIN","CHI"
1978,11,NA,NA,"CLE","DEN",1,7,19,"DEN","DEN"
1978,11,NA,NA,"SEA","BAL",-3.5,14,17,"BAL","BAL"
1978,11,NA,NA,"GB","DAL",7,14,42,"DAL","DAL"
1978,11,NA,NA,"SD","KC",-9.5,29,23,"SD","KC"
1978,11,NA,NA,"WAS","NYG",-7.5,16,13,"WAS","NYG"
1978,11,NA,NA,"PHI","NYJ",-4,17,9,"PHI","PHI"
1978,11,NA,NA,"NE","HOU",-7,23,26,"HOU","HOU"
1978,11,NA,NA,"RAM","PIT",-3,10,7,"RAM","na"
1978,11,NA,NA,"SF","STL",5,10,16,"STL","STL"
1978,11,NA,NA,"DET","TB",-3,34,23,"DET","DET"
1978,11,NA,NA,"CIN","OAK",6,21,34,"OAK","OAK"
1978,12,NA,NA,"TB","BUF",-3.5,31,10,"TB","TB"
1978,12,NA,NA,"CHI","ATL",3,13,7,"CHI","CHI"
1978,12,NA,NA,"PIT","CIN",-11,7,6,"PIT","CIN"
1978,12,NA,NA,"BAL","CLE",-6,24,45,"CLE","CLE"
1978,12,NA,NA,"WAS","STL",-4.5,17,27,"STL","STL"
1978,12,NA,NA,"OAK","DET",-7,29,17,"OAK","OAK"
1978,12,NA,NA,"DEN","GB",-9,16,3,"DEN","DEN"
1978,12,NA,NA,"DAL","NO",-13,27,7,"DAL","DAL"
1978,12,NA,NA,"NYG","PHI",2,17,19,"PHI","na"
1978,12,NA,NA,"NYJ","NE",6,17,19,"NE","NYJ"
1978,12,NA,NA,"MIN","SD",-3.5,7,13,"SD","SD"
1978,12,NA,NA,"KC","SEA",-2,10,13,"SEA","SEA"
1978,12,NA,NA,"SF","RAM",10,28,31,"RAM","SF"
1978,12,NA,NA,"HOU","MIA",-2,35,30,"HOU","HOU"
1978,13,NA,NA,"DET","DEN",3.5,17,14,"DET","DET"
1978,13,NA,NA,"DAL","WAS",-11.5,37,10,"DAL","DAL"
1978,13,NA,NA,"HOU","CIN",-7.5,17,10,"HOU","CIN"
1978,13,NA,NA,"CLE","RAM",4.5,30,19,"CLE","CLE"
1978,13,NA,NA,"BAL","NE",7,14,35,"NE","NE"
1978,13,NA,NA,"GB","MIN",3.5,10,10,"na","GB"
1978,13,NA,NA,"KC","SD",4.5,23,0,"KC","KC"
1978,13,NA,NA,"ATL","NO",-3.5,20,17,"ATL","NO"
1978,13,NA,NA,"BUF","NYG",-3,41,17,"BUF","BUF"
1978,13,NA,NA,"MIA","NYJ",-7.5,13,24,"NYJ","NYJ"
1978,13,NA,NA,"STL","PHI",-3.5,10,14,"PHI","PHI"
1978,13,NA,NA,"OAK","SEA",-8,16,17,"SEA","SEA"
1978,13,NA,NA,"CHI","TB",-3.5,14,3,"CHI","CHI"
1978,13,NA,NA,"SF","PIT",7.5,7,24,"PIT","PIT"
1978,14,NA,NA,"CIN","ATL",-1.5,37,7,"CIN","CIN"
1978,14,NA,NA,"KC","BUF",-6,14,10,"KC","BUF"
1978,14,NA,NA,"SEA","CLE",-3,47,24,"SEA","SEA"
1978,14,NA,NA,"NYJ","BAL",-7,24,16,"NYJ","NYJ"
1978,14,NA,NA,"OAK","DEN",-4,6,21,"DEN","DEN"
1978,14,NA,NA,"STL","DET",-1,21,14,"STL","STL"
1978,14,NA,NA,"TB","GB",-1.5,7,17,"GB","GB"
1978,14,NA,NA,"DAL","NE",-6.5,17,10,"DAL","DAL"
1978,14,NA,NA,"NYG","RAM",7.5,17,20,"RAM","NYG"
1978,14,NA,NA,"MIN","PHI",-3,28,27,"MIN","PHI"
1978,14,NA,NA,"HOU","PIT",-2.5,3,13,"PIT","PIT"
1978,14,NA,NA,"NO","SF",-7,24,13,"NO","NO"
1978,14,NA,NA,"WAS","MIA",3,0,16,"MIA","MIA"
1978,14,NA,NA,"SD","CHI",-6,40,7,"SD","SD"
1978,15,NA,NA,"PIT","BAL",-10.5,35,13,"PIT","PIT"
1978,15,NA,NA,"DET","MIN",2.5,45,14,"DET","DET"
1978,15,NA,NA,"NE","BUF",-11.5,26,24,"NE","BUF"
1978,15,NA,NA,"CHI","GB",1.5,14,0,"CHI","CHI"
1978,15,NA,NA,"CLE","NYJ",0,37,34,"CLE","CLE"
1978,15,NA,NA,"DEN","KC",-8,24,3,"DEN","DEN"
1978,15,NA,NA,"NO","HOU",3,12,17,"HOU","HOU"
1978,15,NA,NA,"NYG","STL",2.5,17,0,"NYG","NYG"
1978,15,NA,NA,"PHI","DAL",4.5,13,31,"DAL","DAL"
1978,15,NA,NA,"MIA","OAK",-6,23,6,"MIA","MIA"
1978,15,NA,NA,"SD","SEA",-3,37,10,"SD","SD"
1978,15,NA,NA,"SF","TB",-3.5,6,3,"SF","TB"
1978,15,NA,NA,"ATL","WAS",-3.5,20,17,"ATL","WAS"
1978,15,NA,NA,"RAM","CIN",-6.5,19,20,"CIN","CIN"
1978,16,NA,NA,"WAS","CHI",-6,10,14,"CHI","CHI"
1978,16,NA,NA,"DEN","PIT",-1.5,17,21,"PIT","PIT"
1978,16,NA,NA,"STL","ATL",-1,42,21,"STL","STL"
1978,16,NA,NA,"BAL","BUF",-3,14,21,"BUF","BUF"
1978,16,NA,NA,"CIN","CLE",-3.5,48,16,"CIN","CIN"
1978,16,NA,NA,"RAM","GB",-8,31,14,"RAM","RAM"
1978,16,NA,NA,"SEA","KC",-6.5,23,19,"SEA","KC"
1978,16,NA,NA,"OAK","MIN",-3,27,20,"OAK","OAK"
1978,16,NA,NA,"PHI","NYG",-6.5,20,3,"PHI","PHI"
1978,16,NA,NA,"NYJ","DAL",6,7,30,"DAL","DAL"
1978,16,NA,NA,"HOU","SD",-3.5,24,45,"SD","SD"
1978,16,NA,NA,"DET","SF",-10,33,14,"DET","DET"
1978,16,NA,NA,"TB","NO",3.5,10,17,"NO","NO"
1978,16,NA,NA,"MIA","NE",-3.5,23,3,"MIA","MIA"
1978,17,NA,NA,"MIA","HOU",-6.5,9,17,"HOU","HOU"
1978,17,NA,NA,"ATL","PHI",-2.5,14,13,"ATL","PHI"
1978,18,NA,NA,"DAL","ATL",-15,27,20,"DAL","ATL"
1978,18,NA,NA,"PIT","DEN",-7,33,10,"PIT","PIT"
1978,18,NA,NA,"RAM","MIN",-7.5,34,10,"RAM","RAM"
1978,18,NA,NA,"NE","HOU",-6,14,31,"HOU","HOU"
1978,19,NA,NA,"PIT","HOU",-7,34,5,"PIT","PIT"
1978,19,NA,NA,"RAM","DAL",3.5,0,28,"DAL","DAL"
1978,20,37,"over","PIT","DAL",-3.5,35,31,"PIT","PIT"
1979,1,30,"over","TB","DET",-3,31,16,"TB","TB"
1979,1,32,"over","NO","ATL",-5,34,40,"ATL","ATL"
1979,1,39,"under","BUF","MIA",5,7,9,"MIA","BUF"
1979,1,31.5,"under","DEN","CIN",-3,10,0,"DEN","DEN"
1979,1,41,"over","NYJ","CLE",-2,22,25,"CLE","CLE"
1979,1,37,"under","KC","BAL",-1,14,0,"KC","KC"
1979,1,37,"over","STL","DAL",4,21,22,"DAL","STL"
1979,1,31,"under","CHI","GB",-3,6,3,"CHI","na"
1979,1,31.5,"over","PHI","NYG",-7,23,17,"PHI","NYG"
1979,1,36.5,"over","RAM","OAK",-4,17,24,"OAK","OAK"
1979,1,42.5,"over","SEA","SD",-2,16,33,"SD","SD"
1979,1,32,"over","MIN","SF",-7,28,22,"MIN","SF"
1979,1,33,"over","WAS","HOU",4,27,29,"HOU","WAS"
1979,1,37,"under","NE","PIT",2,13,16,"PIT","PIT"
1979,2,31.5,"under","DEN","RAM",-2,9,13,"RAM","RAM"
1979,2,34,"over","BUF","CIN",3,51,24,"BUF","BUF"
1979,2,36,"over","KC","CLE",0,24,27,"CLE","CLE"
1979,2,33,"over","BAL","TB",0,26,29,"TB","TB"
1979,2,35.5,"over","DET","WAS",0,24,27,"WAS","WAS"
1979,2,31.5,"over","CHI","MIN",-6,26,7,"CHI","CHI"
1979,2,35,"over","GB","NO",-3,28,19,"GB","GB"
1979,2,36,"over","NYG","STL",3,14,27,"STL","STL"
1979,2,42,"over","NE","NYJ",-8,56,3,"NE","NE"
1979,2,37,"over","PIT","HOU",-6,38,7,"PIT","PIT"
1979,2,42,"under","SD","OAK",-3,30,10,"SD","SD"
1979,2,40.5,"under","MIA","SEA",-7,19,10,"MIA","MIA"
1979,2,39,"under","SF","DAL",13,13,21,"DAL","SF"
1979,2,35.5,"under","PHI","ATL",-4,10,14,"ATL","ATL"
1979,3,32,"over","ATL","DEN",3,17,20,"DEN","na"
1979,3,44,"over","SD","BUF",-9,27,19,"SD","BUF"
1979,3,37,"over","DAL","CHI",-9,24,20,"DAL","CHI"
1979,3,41,"under","CIN","NE",6,14,20,"NE","na"
1979,3,42,"under","CLE","BAL",-7,13,10,"CLE","BAL"
1979,3,40,"over","STL","PIT",6,21,24,"PIT","STL"
1979,3,42,"under","NYJ","DET",-6,31,10,"NYJ","NYJ"
1979,3,37,"under","HOU","KC",-5,20,6,"HOU","HOU"
1979,3,37,"over","MIN","MIA",7,12,27,"MIA","MIA"
1979,3,42,"under","NO","PHI",-3,14,26,"PHI","PHI"
1979,3,44,"under","SEA","OAK",-3,27,10,"SEA","SEA"
1979,3,39,"over","RAM","SF",-13,27,24,"RAM","SF"
1979,3,36,"under","GB","TB",-2,10,21,"TB","TB"
1979,3,37,"under","WAS","NYG",-6,27,0,"WAS","WAS"
1979,4,37,"over","MIA","CHI",-6,31,16,"MIA","MIA"
1979,4,37,"over","CIN","HOU",3,27,30,"HOU","na"
1979,4,38,"under","PIT","BAL",-14,17,13,"PIT","BAL"
1979,4,37,"over","DET","ATL",6,24,23,"DET","DET"
1979,4,34,"over","MIN","GB",-1,27,21,"MIN","MIN"
1979,4,41,"over","KC","OAK",3,35,7,"KC","KC"
1979,4,42,"over","SF","NO",0,21,30,"NO","NO"
1979,4,37,"under","NYG","PHI",5,13,17,"PHI","NYG"
1979,4,42,"over","BUF","NYJ",-3,46,31,"BUF","BUF"
1979,4,44,"over","NE","SD",-3,27,21,"NE","NE"
1979,4,37,"over","DEN","SEA",-6,37,34,"DEN","SEA"
1979,4,35,"under","TB","RAM",3,21,6,"TB","TB"
1979,4,39,"under","STL","WAS",-3,7,17,"WAS","WAS"
1979,4,40,"under","CLE","DAL",3,26,7,"CLE","CLE"
1979,5,42,"over","BAL","BUF",-2,13,31,"BUF","BUF"
1979,5,40,"over","DAL","CIN",-10,38,13,"DAL","DAL"
1979,5,39,"over","HOU","CLE",-6,31,10,"HOU","HOU"
1979,5,38,"under","RAM","STL",-6,21,0,"RAM","RAM"
1979,5,43,"under","SEA","KC",-6,6,24,"KC","KC"
1979,5,39,"under","DET","MIN",-3,10,13,"MIN","MIN"
1979,5,39,"under","NO","NYG",-6,24,14,"NO","NO"
1979,5,43,"over","NYJ","MIA",4,33,27,"NYJ","NYJ"
1979,5,36,"under","PHI","PIT",4,17,14,"PHI","PHI"
1979,5,36,"under","OAK","DEN",3,27,3,"OAK","OAK"
1979,5,44,"under","SD","SF",-13,31,9,"SD","SD"
1979,5,34,"under","CHI","TB",-1,13,17,"TB","TB"
1979,5,37,"under","ATL","WAS",-3,7,16,"WAS","WAS"
1979,5,39,"over","GB","NE",7,27,14,"GB","GB"
1979,6,40,"under","BUF","CHI",-5,0,7,"CHI","CHI"
1979,6,38,"under","CIN","KC",0,7,10,"KC","KC"
1979,6,36,"over","CLE","PIT",4,35,51,"PIT","PIT"
1979,6,42,"under","BAL","NYJ",3,10,8,"BAL","BAL"
1979,6,39,"over","HOU","STL",-7,17,24,"STL","STL"
1979,6,37,"under","DEN","SD",1,7,0,"DEN","DEN"
1979,6,40,"over","NE","DET",-13,24,17,"NE","DET"
1979,6,35,"under","ATL","GB",-6,25,7,"ATL","ATL"
1979,6,39,"over","MIN","DAL",7,20,36,"DAL","DAL"
1979,6,39,"over","NO","RAM",4,17,35,"RAM","RAM"
1979,6,34,"under","NYG","TB",6,17,14,"NYG","NYG"
1979,6,43,"over","SF","SEA",5,24,35,"SEA","SEA"
1979,6,37,"over","PHI","WAS",-1,28,17,"PHI","PHI"
1979,6,39,"under","OAK","MIA",1,13,3,"OAK","OAK"
1979,7,37,"over","OAK","ATL",-10,50,19,"OAK","OAK"
1979,7,40,"under","MIA","BUF",-6,17,7,"MIA","MIA"
1979,7,37,"under","CHI","NE",4,7,27,"NE","NE"
1979,7,39,"over","CIN","PIT",10,34,10,"CIN","CIN"
1979,7,36,"over","BAL","HOU",6,16,28,"HOU","HOU"
1979,7,36,"over","GB","DET",-4,24,16,"GB","GB"
1979,7,34,"push","KC","DEN",1,10,24,"DEN","DEN"
1979,7,38,"over","TB","NO",-8,14,42,"NO","NO"
1979,7,38,"over","STL","PHI",-3,20,24,"PHI","PHI"
1979,7,39,"under","DAL","RAM",-3,30,6,"DAL","DAL"
1979,7,44,"under","SD","SEA",-10,20,10,"SD","na"
1979,7,38,"over","NYG","SF",-4,32,16,"NYG","NYG"
1979,7,34,"under","CLE","WAS",-4,9,13,"WAS","WAS"
1979,7,42,"under","NYJ","MIN",-4,14,7,"NYJ","NYJ"
1979,8,36,"over","MIN","CHI",-2,30,27,"MIN","MIN"
1979,8,39,"over","CLE","CIN",-3,28,27,"CLE","CIN"
1979,8,39,"under","BUF","BAL",-6,13,14,"BAL","BAL"
1979,8,39,"under","DAL","STL",-10,22,13,"DAL","STL"
1979,8,42,"under","NO","DET",-7,17,7,"NO","NO"
1979,8,37,"under","TB","GB",-5,21,3,"TB","TB"
1979,8,38,"over","NE","MIA",-5,28,13,"NE","NE"
1979,8,36,"over","KC","NYG",-6,17,21,"NYG","NYG"
1979,8,42,"over","NYJ","OAK",3,28,19,"NYJ","NYJ"
1979,8,37,"over","RAM","SD",1,16,40,"SD","SD"
1979,8,42,"over","SEA","HOU",2,34,14,"SEA","SEA"
1979,8,42,"under","SF","ATL",4,20,15,"SF","SF"
1979,8,38,"under","WAS","PHI",2,17,7,"WAS","WAS"
1979,8,37,"over","PIT","DEN",-7,42,7,"PIT","PIT"
1979,9,41,"over","OAK","SD",1,45,22,"OAK","OAK"
1979,9,42,"over","STL","CLE",-3,20,38,"CLE","CLE"
1979,9,37,"over","BAL","NE",4,31,26,"BAL","BAL"
1979,9,39,"under","PIT","DAL",-3,14,3,"PIT","PIT"
1979,9,38,"under","DET","BUF",3,17,20,"BUF","na"
1979,9,36,"under","MIA","GB",-11,27,7,"MIA","MIA"
1979,9,34,"under","DEN","KC",-7,20,3,"DEN","DEN"
1979,9,37,"under","MIN","TB",0,10,12,"TB","TB"
1979,9,40,"under","WAS","NO",-6,10,14,"NO","NO"
1979,9,37,"under","RAM","NYG",-6,14,20,"NYG","NYG"
1979,9,42,"over","HOU","NYJ",-6,27,24,"HOU","NYJ"
1979,9,38,"over","CIN","PHI",-3,37,13,"CIN","CIN"
1979,9,39,"over","SF","CHI",3,27,28,"CHI","SF"
1979,9,42,"over","ATL","SEA",2,28,31,"SEA","SEA"
1979,10,41,"under","BUF","NE",5,6,26,"NE","NE"
1979,10,42,"over","BAL","CIN",-3,38,28,"BAL","BAL"
1979,10,41,"over","PHI","CLE",-3,19,24,"CLE","CLE"
1979,10,35,"over","CHI","DET",-7,35,7,"CHI","CHI"
1979,10,39,"over","GB","NYJ",4,22,27,"NYJ","NYJ"
1979,10,37,"under","KC","SD",6,14,20,"SD","na"
1979,10,39,"over","STL","MIN",-5,37,7,"STL","STL"
1979,10,37,"under","DEN","NO",-6,10,3,"DEN","DEN"
1979,10,38,"under","NYG","DAL",8,14,16,"DAL","NYG"
1979,10,41,"under","SEA","RAM",-3,0,24,"RAM","RAM"
1979,10,44,"under","OAK","SF",-12,23,10,"OAK","OAK"
1979,10,37,"under","ATL","TB",-2,17,14,"ATL","ATL"
1979,10,37,"over","PIT","WAS",-11,38,7,"PIT","PIT"
1979,10,39,"under","MIA","HOU",-3,6,9,"HOU","HOU"
1979,11,36,"under","NYG","ATL",-2,24,3,"NYG","NYG"
1979,11,42,"under","NYJ","BUF",-6,12,14,"BUF","BUF"
1979,11,34,"over","CHI","RAM",0,27,23,"CHI","CHI"
1979,11,43,"over","CIN","SD",4,24,26,"SD","CIN"
1979,11,38,"under","MIA","BAL",-6,19,0,"MIA","MIA"
1979,11,39,"over","WAS","STL",-3,30,28,"WAS","STL"
1979,11,34,"over","DEN","NE",1,45,10,"DEN","DEN"
1979,11,35,"under","DET","TB",5,14,16,"TB","DET"
1979,11,38,"under","KC","PIT",10,3,30,"PIT","PIT"
1979,11,37,"under","GB","MIN",-2,19,7,"GB","GB"
1979,11,40,"over","HOU","OAK",-1,31,17,"HOU","HOU"
1979,11,43,"over","CLE","SEA",-6,24,29,"SEA","SEA"
1979,11,42,"over","NO","SF",-7,31,20,"NO","NO"
1979,11,38,"over","DAL","PHI",-10,21,31,"PHI","PHI"
1979,12,43,"over","HOU","CIN",-8,42,21,"HOU","HOU"
1979,12,40,"over","CLE","MIA",0,30,24,"CLE","CLE"
1979,12,40,"over","NE","BAL",-10,50,21,"NE","NE"
1979,12,39,"under","PHI","STL",-3,16,13,"PHI","na"
1979,12,37,"under","MIN","DET",-4,14,7,"MIN","MIN"
1979,12,37,"under","BUF","GB",-7,19,12,"BUF","na"
